Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,55.02222622,54.80314989,54.52868714,54.2614952,54.09966164,54.08214571,54.01327932,54.0928453,54.26743234,54.45931563,54.62705132,54.66254586,54.70000039,54.74846918,54.83424157,54.96825792,54.97331783,55.05874174,55.18544692,55.29826743,55.3684706,55.40400456,55.38345763,55.34842944,55.36081454,55.44808413,55.42583623,55.52246785,55.69953268,55.91196374,56.14704071,56.59147286,57.06905702,57.58290719,58.14579986,58.76061359,59.31420383,59.89839193,60.51925845,61.17840288,61.86495352,62.39070153,62.95528217,63.52895923,64.0618023,64.51983378,64.80813154,65.02082514,65.17062178,65.29047658,65.39867515,65.39659681,65.42571767,65.45491475,65.45123206,65.40848964,65.39045325,65.34970161,65.30949629,65.30477746,65.35248873
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,15.6,,,,
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,17.398,17.104,16.816,16.527,16.233,15.93,15.614,15.287,14.952,14.609,14.255,13.892,13.522,13.147,12.773,12.406,12.053,11.717,11.401,11.102,10.815,10.528,10.233,9.93,9.621,9.308,8.997,8.699,8.434,8.22,8.082,8.041,8.109,8.288,8.577,8.98,9.498,10.105,10.767,11.448,12.107,12.709,13.225,13.63,13.897,13.994,13.897,13.624,13.206,12.677,12.085,11.483,10.918,10.43,10.044,9.769,9.599,9.498,9.435,9.398,
"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",SL.WAG.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86,,,,,,,,,,,,,,,,,,,,,
"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.74000168,41.61999893,48.91999817,46.93000031,43.11000061,42.72999954,42.45999908,40.88000107,33.06000137,32.22999954,33.24000168,34.86000061,,33.91999817,35.41999817,35.02999878,36.59999847,36.43999863,35.52000046,37.84999847,38.11000061
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",SL.TLF.INTM.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.12000275,68.80000305,69.13999939,68.69000244,67.04000092,67.66999817,68.16000366,67.69000244,80.02999878,77.84999847,76.20999908,75.59999847,,75.58999634,75.18000031,76.19999695,76.54000092,76.80000305,75.70999908,75.66999817,69
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.69,59.66,59.67,59.63,59.54,59.42,59.24,59.08,58.96,58.84,58.72,58.62,58.53,58.48,58.47,58.51,58.6,58.76,59.01,57.38,55.8,55.99,56.57,57.25,57.64,59.09,59.34,60.1,59.96,60.13,
"Children in employment, study and work (% of children in employment, ages 7-14)",SL.TLF.0714.SW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.9,,,,,,,,,,,,,,,,,,,,,
"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",SL.SLF.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.72,,,,,,,,,,,,,,,,,,,,,
"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.41999817,79.22000122,78.94999695,78.69999695,78.43000031,78.26999664,78.11000061,77.94000244,77.69000244,77.36000061,77.62999725,77.81999969,77.98999786,78.93000031,76.88999939,77.25,79.45999908,84.01000214,85.36000061,85.34999847,85.86000061,86.91999817,87.05000305,88.18000031,87.93000031,87.66000366,87.01999664,87.45999908,86.69000244,
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.369999886,5.449999809,5.519999981,5.619999886,5.809999943,5.880000114,5.96999979,6.079999924,6.269999981,6.510000229,6.21999979,5.889999866,5.820000172,5.769999981,5.679999828,6.179999828,5.909999847,3.089999914,2.609999895,2.819999933,2.839999914,2.420000076,2.569999933,2.5,2.25,2.640000105,2.75999999,2.289999962,2.720000029,
"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gini index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.3,,,60.7,,,,57.8,,,,,64.8,,,63,,63.4,,,,63,,,,,,
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.46151733,14.12628174,13.55776787,12.32614326,11.84590054,11.31283665,10.58286381,9.7028923,8.84287548,8.10977173,7.99506283,7.75090885,7.72202015,7.61004782,5.66398144,5.73665285,5.78583527,5.84618711,5.82433701,5.69271421,
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.436410904,,,,,,,,,,5.074006557,,,,,1.754696131,,,2.936847687,,0.750691295,,,,1.027531385,,,,,,
"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,4.5,,,,,,,,,4.8,,,,,,,3.5,2.5,3.4,,,
"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.8,1.9,1.9,1.9,1.8,1.8,1.8,2,2,1.9,1.7,1.7,1.7,1.7,1.7,1.7,1.6,1.5,1.5,
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.34615471,43.47679019,43.60692689,43.73631354,43.86494561,43.99257483,44.11920031,44.24482361,44.36969558
"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.192,,,,,,,,,,,,,,,,
Children (0-14) living with HIV,SH.HIV.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300,8500,14000,21000,32000,45000,60000,76000,96000,120000,140000,160000,180000,200000,230000,250000,270000,290000,320000,340000,360000,370000,370000,380000,380000,380000,370000,360000,350000,330000,310000
Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4,51,52.2,53.3,54.4,55.4,56.3,56.9,57.5,58,58.4,58.9,59.2,59.5,59.8,60,60.3,60.6,60.9,61.2,61.5,61.7,62,62.2,62.5,62.7,63,63.3,63.7,64.1,64.4
"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,,,,46.1,,,,,,,,,,,,,,,,,,
Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,25.625,25.625,25.625,25.625,25.625,25.625,25.625,25.625,25.625,25.625,25.625,25.625,25.625,28.75,28.75,33.75,33.75,38.75,38.75,38.75,38.75,38.75,41.875,41.875,59.375,59.375,65,65,67.5,70.625,76.25,76.25,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,81.875,81.875,88.125,88.125,88.125,88.125,88.125,88.125,88.125
"Tertiary education, academic staff (% female)",SE.TER.TCHR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.71768951,33.81586075,34.47325897,,,35.61837006,37.38882828,,,,,,,,,,,,,,,,,,,,,,,,,,
"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.715760231,,8.21088028,,2.578779936,
Progression to secondary school (%),SE.SEC.PROG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.76602,,,,,,,,99.87741,97.37864,,97.78103,98.37826,94.8553,,,,,,,,,,,97.29797,95.76823,,,,,
"Secondary education, general pupils",SE.SEC.ENRL.GC,,,,,,,,,,,542194,,,,,,,,,,,,,,,,1594147,1766856,1928929,2512293,2701024,2902851,2480699,2658726,3523594,3749449,,,4084064,4078846,3943618,4029272,4108709,4186882,4317903,4430708,4544205,4549341,4403754,4418904,4471468,4534439,4597285,,4858085,4904846,4778550,4696742,,,
Lower secondary school starting age (years),SE.SEC.AGES,,,,,,,,,,,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.93527,,,,,,,9.01755,11.57901,10.15561,6.16915,8.46659,5.86158,8.39075,,,,,,,,,,,10.82352,10.66436,,,,
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,,,,,,,,,,,68.24207,,,,,,,,,,,,,,,,,,,,,88.97419,,,90.19036,90.84667,,,86.68132,87.95669,86.27335,87.54993,88.31722,89.6519,89.26884,88.85118,,,,,,,,,,,,86.70383,,,
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.13413239,,,,,,,81.72608185,77.30890656,79.72917175,,83.95014191,88.65757751,95.44577026,,,,,,,,,,,91.10086823,86.45424652,,88.59403992,90.78395081,
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,76.20049286,,,,,,,,,,,,,,,,82.40209961,,,,,,,,,,,88.71724701,,92.89485931,92.87731934,93.10214233,93.7294693,,94.13990021,94.36791992,,87.04666901,,95.02297211,
Coverage of social safety net programs in richest quintile (% of population),per_sa_allsa.cov_q5_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0875696,,,,,22.34617257,,,,44.9312819,,,,,,
Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.53753681,,,,,62.76357869,,,,79.86890775,,,,,,
Net primary income (Net income from abroad) (current LCU),NY.GSR.NFCY.CN,-236000000,-266000000,-231000000,-231000000,-268000000,-297000000,-310000000,-321000000,-369000000,-428000000,-474000000,-469000000,-540000000,-642000000,-849000000,-1138000000,-1306000000,-1511000000,-1698000000,-1970000000,-2590000000,-3141000000,-3396000000,-3740000000,-4416000000,-5729000000,-6731000000,-6346000000,-7212000000,-8837000000,-11041000000,-8859000000,-8401000000,-8700000000,-8599000000,-10427000000,-13380000000,-14844000000,-17488000000,-19601000000,-22024000000,-32176000000,-29400000000,-34869000000,-27850000000,-31425000000,-34775000000,-68818000000,-73875000000,-56159000000,-59531000000,-77838000000,-89355000000,-93523000000,-1.02519E+11,-1.01281E+11,-1.21957E+11,-1.40795E+11,-1.49395E+11,-1.39916E+11,-92556000000
GNI growth (annual %),NY.GNP.MKTP.KD.ZG,,3.555442199,6.959375993,7.71336602,7.807785336,6.112045503,4.546125687,7.427968206,3.950340801,4.566338359,5.246788069,4.649157498,1.502746587,4.466150616,5.869656382,1.279613789,2.251314456,-0.256947388,3.035289349,3.843587167,6.445901132,5.411023179,-0.27323732,-1.827549243,5.089099124,-1.66919494,0.078444748,2.824150738,4.427507028,2.335427953,-0.589131188,-0.050414116,-1.824530716,1.545746199,3.441260447,2.984817677,4.07225121,2.603720736,0.334096136,2.373146947,4.206965297,2.019079331,4.24291353,2.724970089,5.252337894,5.232061411,5.601166643,4.003955213,3.367501602,-0.747010245,3.08017469,2.747655175,2.255087653,2.588479933,1.363953834,1.498783739,0.37593827,0.907591322,1.487638527,0.388087447,-5.665377983
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3839.382831,3890.374961,4029.276179,4218.960801,4439.910692,4593.010545,4675.442064,4884.544959,4957.386674,5057.39846,5184.476511,5264.279114,5209.741345,5304.044312,5481.596261,5432.346364,5416.611156,5279.907534,5307.189227,5372.09927,5581.455314,5725.026006,5548.471224,5297.834748,5419.722386,5216.883186,5090.53343,5075.97181,5168.142718,5169.788223,5031.465762,4858.967186,4637.867763,4581.218275,4619.388237,4662.396855,4770.178185,4809.218194,4756.387159,4798.447505,4930.025466,4996.078526,5115.881002,5202.687689,5373.806951,5587.793352,5826.826199,6060.394209,6170.905329,5992.027283,6084.967978,6182.793901,6231.620759,6284.86025,6273.566318,6259.839681,6209.365888,6192.8924,6199.891699,6125.735325,5659.206949
Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,5141000000,5433000000,5787000000,6415000000,7042000000,7718000000,8415000000,9377000000,10117000000,11303000000,12385000000,13679000000,15486000000,19247000000,23789000000,26771000000,30163000000,33269000000,38079000000,45414000000,60870000000,70379000000,78876000000,90597000000,1.05544E+11,1.21421E+11,1.42157E+11,1.66344E+11,1.97686E+11,2.35596E+11,2.72306E+11,3.13672E+11,3.55052E+11,4.45703E+11,5.0312E+11,5.75155E+11,6.4932E+11,7.20081E+11,7.78183E+11,8.5088E+11,9.69208E+11,1.07415E+12,1.25529E+12,1.37301E+12,1.50776E+12,1.66699E+12,1.86026E+12,2.12149E+12,2.37792E+12,2.56451E+12,2.80159E+12,3.03512E+12,3.23649E+12,3.50236E+12,3.73879E+12,3.98176E+12,4.28884E+12,4.59245E+12,4.82037E+12,5.03929E+12,4.99787E+12
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,753.126847,764.5995601,1029.104416,1242.791444,1218.909212,1114.869205,1194.489912,1341.340269,1578.738204,2159.672951,2187.390898,1931.816745,2108.536029,1886.772499,1326.660585,1478.040918,1951.398977,2071.329055,2119.990964,2434.767721,2605.403799,2815.124392,2778.028002,2834.370186,3102.5017,2880.329404,2944.681226,2610.995451,2553.779084,2507.954589,2164.285171,2058.91848,3120.339761,4028.16627,4507.024164,4659.126173,4938.419834,4451.35979,4780.360217,5940.912877,6455.045509,6076.289798,5515.834897,5236.334333,4732.894485,4296.693424,5012.692856,5182.176334,4862.222806,
Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090970745,0.105683906,0.154397353,0.134216697,0.119889787,0.091459259,0.100716137,0.176421158,0.202157525,0.24269448,0.234461046,0.187066368,0.137044807,0.183952096,0.186881517,0.234969708,0.255856057,0.152154098,0.184582579,0.212943957,0.140656896,0.205484248,0.149361186,0.079028995,0.054225405,0.110157362,0.060785769,0.045588409,0.06100684,0.043528726,0.002276475,0.075916785,0.080010344,
Machinery and transport equipment (% of value added in manufacturing),NV.MNF.MTRN.ZS.UN,,,,9.906676238,10.66084788,10.6608479,13.32007952,13.3200795,14.12997904,14.12997903,13.14060447,13.14060445,13.92068139,13.79631787,13.95254512,14.44444444,13.33846351,13.33846352,13.92005936,13.92005935,14.60431655,14.75997134,15.39613599,13.85967309,12.82256451,11.04531411,12.57884482,12.90016467,14.97426829,14.43786534,13.53528951,15.48545823,9.244952581,15.45076626,16.06078293,16.52961547,15.84579573,15.84579573,14.25075074,13.5325783,13.75400908,15.09610178,14.54438089,14.24385656,14.49668806,14.72646225,14.82338781,13.55018268,13.05079222,14.26129478,14.39774598,14.60321145,14.60321145,14.60321145,14.60321145,14.60321145,14.60321145,14.60321145,14.60321145,14.60321145,
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,-9.233975661,1.263889159,19.54898777,23.60254937,9.785421679,-10.76173159,16.39421513,-1.146148144,13.13451777,15.05786978,10.08716537,-12.55383897,11.23647227,19.01063112,-3.287689333,-10.00240892,-13.67687655,0.090245189,-0.959435528,19.07580836,13.73569933,-17.36724901,-16.0918773,19.79844584,-14.03599783,-2.452471299,3.494541171,21.90905657,0.317728048,-5.836282234,2.142272827,5.347632715,7.01727305,16.09283273,16.79080834,8.710615134,5.385159253,2.013626912,-8.361797658,5.337551599,0.249889197,5.341588913,8.084819507,15.50786897,10.8792596,18.26111495,9.366345362,2.809097332,-17.65993545,10.79374151,11.83845782,3.86834044,4.038730712,-0.687039527,5.044861331,-4.133248425,1.5324306,3.244387494,0.473639826,-17.42297436
Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,7931317784,7938626806,7754254164,9138644606,10935531515,12843803794,12697829252,13025396949,13614957036,15321459144,17508091905,19400819646,20534232700,21606497040,23017344080,25263272565,24951146463,23463606169,22813000310,23763893714,27822150703,30313497600,29661965246,28611525027,28185337012,26205003957,21337504459,20245680766,22793338012,24275834052,23707686310,21956094745,20801166402,20685766217,22391753606,24785715514,27018467167,28569832723,29931266660,27657955077,28727131099,29545535618,30577445928,33707663069,38048192413,42227305615,47355665116,53871194554,60778837546,56720786443,54501726337,58231557256,59254941039,62429743057,61607362615,62438804199,61232507956,59987567553,58928979515,57507553272,48944108449
Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,0.824906488,0.829995811,0.840453329,0.872710953,0.898000525,0.934467927,0.968638768,1.014621479,1.040357247,1.09555059,1.152078572,1.24551755,1.332228055,1.4597258,1.682307568,1.953707727,2.193669141,2.425788966,2.661028547,3.017417177,3.556437759,4.146844998,4.640694782,5.23544504,5.865998922,6.8124299,8.124837873,9.13668748,10.68696006,12.54665804,14.44309302,16.54121526,18.55484628,22.40189752,24.86202248,27.17400715,29.37821453,31.83071967,34.18076864,36.9211263,39.94680404,42.62044692,46.70576678,48.82985272,52.02308833,54.37535132,56.89640732,61.20598206,67.45020863,72.25627955,75.78134819,79.88259539,84.75742004,90.0741543,95.46353858,99.99999972,106.5864066,111.2120333,116.2761606,120.1860667,123.807703
Households and NPISHs Final consumption expenditure (current LCU),NE.CON.PRVT.CN,3347000000,3467000000,3641000000,3940000000,4363000000,4703000000,5108000000,5548000000,6134000000,6873000000,7736000000,8667000000,9679000000,11330000000,13318000000,16058000000,18158000000,20120000000,22447000000,26062000000,32858000000,40759000000,47901000000,55863000000,64968000000,73693000000,87788000000,1.05036E+11,1.27716E+11,1.51504E+11,1.8341E+11,2.11708E+11,2.40282E+11,3.06952E+11,3.51397E+11,4.03019E+11,4.52942E+11,5.08464E+11,5.54592E+11,6.11391E+11,6.9111E+11,7.61515E+11,8.52896E+11,9.22602E+11,1.0521E+12,1.16821E+12,1.30791E+12,1.48937E+12,1.6463E+12,1.73256E+12,1.90571E+12,2.0938E+12,2.29324E+12,2.47075E+12,2.63312E+12,2.81521E+12,3.0119E+12,3.19972E+12,3.40842E+12,3.57675E+12,3.43707E+12
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.953108273,5.479824188,5.880410788,6.230106166,6.201799083,6.682809329,6.521140644,6.659055532,7.405394005,6.655423263,5.67818237,5.271878217,4.894243918,5.620867719
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,1985000000,2139000000,2219000000,2359000000,2479000000,2547000000,2741000000,3011000000,3204000000,3357000000,3344000000,3483000000,4108000000,6064000000,8688000000,8789000000,7850000000,9904000000,12772000000,18258000000,25525000000,20658000000,17673000000,18508000000,17163000000,16293000000,18385000000,21219000000,21871000000,22191000000,23549000000,23279000000,23440000000,24222000000,25308000000,27853000000,29221000000,31027000000,26362000000,26707000000,29983000000,29258000000,29723000000,36482000000,46146000000,51626000000,58175000000,69784000000,80782000000,61677000000,91347000000,1.08815E+11,99606000000,96153000000,93043000000,81002000000,76214000000,88947000000,93970000000,90016000000,85834000000
"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,10.85714286,11.83431953,16.04278075,18.90756303,17.91044776,20.06269592,24.47761194,24.40318302,25.43640898,22.89416847,19.93006993,19.99359618,22.00194422,21.1794219,14.94247701,21.221813,21.01226994,27.68031189,30.70562293,25.10229346,23.97505602,20.63450616,21.82389166,24.0213477,22.17756192,21.6690819,19.65122241,19.74972853,17.35937288,18.60167857,16.58924302,15.4644165,13.98848346,13.14589998,12.30162441,13.73892771,16.32309422,14.73201866,15.48809482,13.95456635,13.5766067,16.34924134,17.95965065,17.55638686,19.41824551,21.04180753,22.13808903,22.92403667,23.50840393,29.75128848,30.10679326,29.92577242,30.65226619,33.49216372,32.98282665,35.27603111,39.86941305,38.46692355,36.1534931,38.02871096,50.56401298
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,,,,,,,,,,,,,,,85.64870435,87.79935253,86.79989569,85.53920074,88.53030681,87.6616055,62.18742444,67.03821291,68.53129284,69.00344166,72.23385725,70.00581067,,,,,,,75.15804236,80.45703759,83.58215203,77.81017662,71.55121296,68.8399367,75.53255163,72.23370988,68.23458614,69.01503612,69.26503084,69.51665392,68.00778853,68.9043683,65.34055924,64.69847583,61.4101377,63.78180073,64.73270652,63.01426197,61.56331732,62.78835025,60.74995746,66.37984529,66.3938606,65.10278878,62.2396133,63.44793019,65.7571524
